openalex_id,doi,title,year,type,venue,authors
https://openalex.org/W7162098504,https://doi.org/10.5281/zenodo.20337864,UML-Gold Corpus,2026,dataset,Zenodo (CERN European Organization for Nuclear Research),SME2 SME2; SME2 SME2; SME2 SME2
https://openalex.org/W7160329474,https://doi.org/10.22214/ijraset.2026.80665,"AI-Powered Student Profile Analyzer and Cover Letter Generator Using RAG, FAISS, LangChain, and Google Gemini LLM",2026,article,International Journal for Research in Applied Science and Engineering Technology,Aditya Gupta
https://openalex.org/W7162121058,https://doi.org/10.5281/zenodo.20337863,UML-Gold Corpus,2026,dataset,Zenodo (CERN European Organization for Nuclear Research),SME2 SME2; SME2 SME2; SME2 SME2
https://openalex.org/W7156894512,https://doi.org/10.48550/arxiv.2604.23816,Query2Diagram: Answering Developer Queries with UML Diagrams,2026,preprint,arXiv (Cornell University),Oleg Baryshnikov; Anton M. Alekseev; Sergey Nikolenko
https://openalex.org/W7158422441,,Query2Diagram: Answering Developer Queries with UML Diagrams,2026,preprint,arXiv (Cornell University),Oleg Baryshnikov; Anton M. Alekseev; Sergey Nikolenko
https://openalex.org/W7201974673,https://doi.org/10.17605/osf.io/xbny5,"Knowledge, Privacy, and Trust in AI Patient Orientation: A PRISMA-Compliant Systematic Review",2026,preprint,Open MIND,Mohammed Nazih Nedjah
https://openalex.org/W4405674113,https://doi.org/10.1145/3709155,Clinical Analogy Resolution Performance for Foundation Language Models,2024,article,ACM Transactions on Computing for Healthcare,Fabián Villena; Tamara Quiroga; Jocelyn Dunstan
https://openalex.org/W7123954733,https://doi.org/10.1109/fie63693.2025.11328493,WIP: Generative Artificial Intelligence in Undergraduate Software Engineering Education,2025,conference-paper,,Jeffrey Hemmes; Richard Blumenthal
https://openalex.org/W7143491726,https://doi.org/10.6084/m9.figshare.31891372.v1,R2ABENCH,2026,other,Figshare,Lorio Liu
https://openalex.org/W7165627138,https://doi.org/10.34726/hss.2026.137296,Design and Implementation of a Model Context Protocol (MCP) Server for the Graphical Language Server Platform (GLSP),2026,article,reposiTUm (TU Wien),Andreas Hell
https://openalex.org/W7112675552,,Varale orienteeritud ohuanalüüs suurte keelemudelisüsteemide jaoks,2025,dissertation,DSpace repository (University of Tartu),"Karagjaur, Mihhail"
https://openalex.org/W7197995161,,Prompt Engineering for Software Architecture Modelling,2025,article,Työväentutkimus Vuosikirja,Ovini Palliya Guruge
https://openalex.org/W7167640608,https://doi.org/10.1145/3786581.3786943,Agentic Generation of Structured Clinical Specifications for Digital Healthcare Services,2026,conference-paper,,Bruno Guindani; Matteo Camilli; Livia Lestingi; Marcello M. Bersani
https://openalex.org/W7126068161,https://doi.org/10.1109/bibm66473.2025.11356294,Tracecoder: Towards Traceable Icd Coding Via Multi-Source Knowledge Integration,2025,conference-paper,,Mucheng Ren; He Chen; Yucheng Yan; Danqing Hu; J. T. Xu; Xian Zeng
https://openalex.org/W7108334113,https://doi.org/10.6084/m9.figshare.28596638.v4,RealBench: A Repo-Level Code Generation Benchmark Aligned with Real-World Software Development Practices,2025,dataset,Figshare,"RealBench, RealBench"
https://openalex.org/W7107955995,https://doi.org/10.6084/m9.figshare.28596638.v3,RealBench: A Repo-Level Code Generation Benchmark Aligned with Real-World Software Development Practices,2025,dataset,Figshare,"RealBench, RealBench"
https://openalex.org/W4415877523,https://doi.org/10.48550/arxiv.2510.15267,TraceCoder: Towards Traceable ICD Coding via Multi-Source Knowledge Integration,2025,preprint,arXiv (Cornell University),"Ren, Mucheng; He Chen; Yuchen Yan; Danqing Hu; Jun Xu; Xian Zeng"
https://openalex.org/W7164005966,https://doi.org/10.24406/publica-8876,A conceptual framework for machine vision integration in manufacturing SMEs,2026,other,Fraunhofer-Publica (Fraunhofer-Gesellschaft),Jonas Werheid; Johannes Zysk; Aymen Gannouni; Anas Abdelrazeq; Robert H. Schmitt; :unav
https://openalex.org/W7164631245,,Manual test cases generation from use case specifications.,2026,dissertation,KTUePubl (Repository of Kaunas University of Technology),Ieva Valatkevičiūtė
https://openalex.org/W7134192165,https://doi.org/10.1049/sfw2/6696040,AI–Augmented Real‐Time Collaborative Blended Modeling Framework for Automotive Embedded Systems,2026,article,IET Software,Misbah Mehboob Awan; Muhammad Waseem Anwar; Wasi Haider Butt; Farooque Azam
https://openalex.org/W7160891308,https://doi.org/10.1109/icict68280.2026.11510778,Context Graph: Conversational State Tracking for Knowledge Graph Construction,2026,conference-paper,,S. Vinod; Dulan Dissanayake; Randeep Wilkhu
https://openalex.org/W7155095767,https://doi.org/10.1109/icassp55912.2026.11464359,Medical ASR Enhancement by Domain-Specific Reinforcement Fine-Tuning,2026,conference-paper,,Congjie Wang; Xiaofan Ye; Jinlin Wu; Dong Yi; Lei Zhen; Wai S. Poon; Hongbin Liu
https://openalex.org/W4392488720,https://doi.org/10.48550/arxiv.2403.01924,To Generate or to Retrieve? On the Effectiveness of Artificial Contexts for Medical Open-Domain Question Answering,2024,preprint,arXiv (Cornell University),Giacomo Frisoni; Alessio Cocchieri; Alex Presepi; Gianluca Moro; Zaiqiao Meng
https://openalex.org/W7153670577,,Benchmarking Requirement-to-Architecture Generation with Hybrid Evaluation,2026,preprint,arXiv (Cornell University),Minxiao Li; Li Zhang; Shuying Yan; Fang Liu; Fang Liu; Yang Liu; Xiaoli Lian
https://openalex.org/W7166849389,https://doi.org/10.5463/thesis.1757,An empirical investigation into human judgments of security threats,2026,dissertation,,Winnie Mbaka
https://openalex.org/W7167746973,,Detecting Architectural Drift in Safety-Critical Firmware through Runtime Trace Analysis,2026,preprint,arXiv (Cornell University),Domenico Francesco De Angelis; Marco De Luca; Domenico Amalfitano; Pasquale Cimmino; Anna Rita Fasolino
https://openalex.org/W7167618473,https://doi.org/10.48550/arxiv.2607.03135,Detecting Architectural Drift in Safety-Critical Firmware through Runtime Trace Analysis,2026,preprint,arXiv (Cornell University),Domenico Francesco De Angelis; Marco De Luca; Domenico Amalfitano; Pasquale Cimmino; Anna Rita Fasolino
https://openalex.org/W7152384745,https://doi.org/10.48550/arxiv.2604.06683,Benchmarking Requirement-to-Architecture Generation with Hybrid Evaluation,2026,preprint,arXiv (Cornell University),Minxiao Li; Li Zhang; Shuying Yan; Fang Liu; Fang Liu; Yang Liu; Xiaoli Lian
https://openalex.org/W7168038170,https://doi.org/10.1007/978-981-92-2852-2_13,QAlign-RAG: Causal-Aware Pseudo-Question Generation and Debate-Driven Verification for Medical RAG,2026,conference-paper,Lecture notes in computer science,Maolin Liu; Qi Yang; Hao Wang
https://openalex.org/W7168433111,,Question Answering for Diagram-Rich Technical Meeting Videos,2026,preprint,arXiv (Cornell University),Zhuoran Xu; Jia Li; Dayuan Tan; Mark Cole; Ish Ashraf; Sandeep Puri; Mehrdad Sabetzadeh; Shiva Nejati
https://openalex.org/W7168246593,https://doi.org/10.48550/arxiv.2607.10494,Question Answering for Diagram-Rich Technical Meeting Videos,2026,preprint,arXiv (Cornell University),Zhuoran Xu; Jia Li; Dayuan Tan; Mark Cole; Ish Ashraf; Sandeep Puri; Mehrdad Sabetzadeh; Shiva Nejati
https://openalex.org/W4405765848,https://doi.org/10.48550/arxiv.2412.16420,Beyond End-to-End VLMs: Leveraging Intermediate Text Representations for Superior Flowchart Understanding,2024,preprint,arXiv (Cornell University),Junyi Ye; Ankan Dash; Wenpeng Yin; Guiling Wang
https://openalex.org/W7117732372,https://doi.org/10.1109/rtss66672.2025.00036,Accelerating Timing Specification Verification of Interrupt-Driven Real-Time Systems,2025,conference-paper,,Yufei Shi; Longlong Lu; Minxue Pan; XuanDong Li
https://openalex.org/W4408004793,https://doi.org/10.70593/978-81-984306-7-0_2,Language translation application based on machine learning,2025,book-chapter,,Marita; Eileen Maria Tom; R. Rajesh Kanna
https://openalex.org/W7125352708,,Multi-Location Software Model Completion,2026,preprint,arXiv (Cornell University),Alisa Welter; Christof Tinnes; Sven Apel
https://openalex.org/W7125271547,https://doi.org/10.48550/arxiv.2601.13894,Multi-Location Software Model Completion,2026,preprint,arXiv (Cornell University),Alisa Welter; Christof Tinnes; Sven Apel
