ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,MetadataSourceID,TitleRaw,TitleNormalized,AuthorsRaw,AuthorsNormalized,DOIRaw,DOINormalized,VenueRaw,VenueNormalized,YearRaw,YearNormalized,VolumeTrackIssue,PublisherRecordURL,MetadataSourceURL,Publisher,PublisherAddress,ISBN,Pages,NumPages,PublicationLocation,Series,AbstractRaw,AbstractAvailability,AbstractSourceURL,AuthorKeywordsRaw,AuthorKeywordsAvailability,FullTextURL,RetrievedAt,NormalizedAt,InventoryConflict,CrossrefSnapshotPath,PDFStatus,PDFSHA256,Notes
MS-MODELSWARD-2022-0011,MSU-MODELSWARD-2022,11,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Text-To-Model (TeToMo) Transformation Framework to Support Requirements Analysis and Modeling,Text-To-Model (TeToMo) Transformation Framework to Support Requirements Analysis and Modeling,Gayane Sedrakyan; Asad Abdi; Stéphanie M. Van Den Berg; Bernard Veldkamp; Jos Van Hillegersberg,Gayane Sedrakyan; Asad Abdi; Stéphanie M. Van Den Berg; Bernard Veldkamp; Jos Van Hillegersberg,10.5220/0010771600003119,10.5220/0010771600003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=OI1qSAx9SwM=&t=1,,SciTePress,,978-989-758-550-0,129-136,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0012,MSU-MODELSWARD-2022,12,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Transforming Domain Specific Modeling Languages into Feature Models,Transforming Domain Specific Modeling Languages into Feature Models,Maouaheb Belarbi; Vincent Englebert,Maouaheb Belarbi; Vincent Englebert,10.5220/0010772000003119,10.5220/0010772000003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=qHLgsm2yIc4=&t=1,,SciTePress,,978-989-758-550-0,137-146,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0013,MSU-MODELSWARD-2022,13,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Semi-automatic Integrated Safety and Security Analysis for Automotive Systems,Semi-automatic Integrated Safety and Security Analysis for Automotive Systems,Markus Fockel; David Schubert; Roman Trentinaglia; Hannes Schulz; Wolfgang Kirmair,Markus Fockel; David Schubert; Roman Trentinaglia; Hannes Schulz; Wolfgang Kirmair,10.5220/0010778500003119,10.5220/0010778500003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=aPjNwQo21EA=&t=1,,SciTePress,,978-989-758-550-0,147-154,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0014,MSU-MODELSWARD-2022,14,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Universal Safety Format: Automated Safety Software Generation,Universal Safety Format: Automated Safety Software Generation,Frederik Haxel; Alexander Viehl; Michael Benkel; Bjoern Beyreuther; Klaus Birken; Rolf Schmedes; Kim Grüttner; Daniel Mueller-Gritschneder,Frederik Haxel; Alexander Viehl; Michael Benkel; Bjoern Beyreuther; Klaus Birken; Rolf Schmedes; Kim Grüttner; Daniel Mueller-Gritschneder,10.5220/0010784200003119,10.5220/0010784200003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=QhRjZK2Iy+0=&t=1,,SciTePress,,978-989-758-550-0,155-166,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0015,MSU-MODELSWARD-2022,15,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Modeling of Intralogistic Processes for the Implementation of Warehouse Management Systems,Modeling of Intralogistic Processes for the Implementation of Warehouse Management Systems,Markus Rabe; Felix Stadler,Markus Rabe; Felix Stadler,10.5220/0010784300003119,10.5220/0010784300003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=OKqFHpbTKd8=&t=1,,SciTePress,,978-989-758-550-0,167-173,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0016,MSU-MODELSWARD-2022,16,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,SysML Models Verification Relying on Dependency Graphs,SysML Models Verification Relying on Dependency Graphs,Ludovic Apvrille; Pierre De Saqui-Sannes; Oana Hotescu; Alessandro Tempia Calvino,Ludovic Apvrille; Pierre De Saqui-Sannes; Oana Hotescu; Alessandro Tempia Calvino,10.5220/0010792900003119,10.5220/0010792900003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=Ii/VtgGPK8c=&t=1,,SciTePress,,978-989-758-550-0,174-181,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0017,MSU-MODELSWARD-2022,17,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Verifiable Executable Models for Decomposable Real-time Systems,Verifiable Executable Models for Decomposable Real-time Systems,Callum McColl; Vladimir Estivill-Castro; Morgan McColl; René Hexel,Callum McColl; Vladimir Estivill-Castro; Morgan McColl; René Hexel,10.5220/0010812200003119,10.5220/0010812200003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=7N3yfUfb8ZI=&t=1,,SciTePress,,978-989-758-550-0,182-193,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0018,MSU-MODELSWARD-2022,18,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Ontology-based Detection of Inconsistencies in UML/OCL Models,Ontology-based Detection of Inconsistencies in UML/OCL Models,Shan Lu; Alexey Tazin; Yanji Chen; Mieczyslaw M. Kokar; Jeff Smith,Shan Lu; Alexey Tazin; Yanji Chen; Mieczyslaw M. Kokar; Jeff Smith,10.5220/0010814500003119,10.5220/0010814500003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=v2v6B2ERudA=&t=1,,SciTePress,,978-989-758-550-0,194-202,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0019,MSU-MODELSWARD-2022,19,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Formal Scenario-driven Logical Spaces for Randomized Synthetic Data Generation,Formal Scenario-driven Logical Spaces for Randomized Synthetic Data Generation,Osama Maqbool; Jürgen Roßmann,Osama Maqbool; Jürgen Roßmann,10.5220/0010816400003119,10.5220/0010816400003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=ZO2xiWoereM=&t=1,,SciTePress,,978-989-758-550-0,203-210,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0020,MSU-MODELSWARD-2022,20,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Use of Compiler Intermediate Representation for Reverse Engineering: A Case Study for GCC Compiler and UML Activity Diagram,Use of Compiler Intermediate Representation for Reverse Engineering: A Case Study for GCC Compiler and UML Activity Diagram,Rania Mzid; Asma Charfi; Najmeddine Etteyeb,Rania Mzid; Asma Charfi; Najmeddine Etteyeb,10.5220/0010821700003119,10.5220/0010821700003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=drarkCK4ISk=&t=1,,SciTePress,,978-989-758-550-0,211-218,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0021,MSU-MODELSWARD-2022,21,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,A Method for Detecting Common Weaknesses in Self-Sovereign Identity Systems Using Domain-Specific Models and Knowledge Graph,A Method for Detecting Common Weaknesses in Self-Sovereign Identity Systems Using Domain-Specific Models and Knowledge Graph,Charnon Pattiyanon; Toshiaki Aoki; Daisuke Ishii,Charnon Pattiyanon; Toshiaki Aoki; Daisuke Ishii,10.5220/0010824900003119,10.5220/0010824900003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=qsch8IAFrwI=&t=1,,SciTePress,,978-989-758-550-0,219-226,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0022,MSU-MODELSWARD-2022,22,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,From Monolithic Models to Agile Micromodels,From Monolithic Models to Agile Micromodels,Sebastian Copei; Christoph Eickhoff; Adam Malik; Natascha Nolte; Ulrich Norbisrath; Jonas Sorgalla; Jens H. Weber; Albert Zündorf,Sebastian Copei; Christoph Eickhoff; Adam Malik; Natascha Nolte; Ulrich Norbisrath; Jonas Sorgalla; Jens H. Weber; Albert Zündorf,10.5220/0010837200003119,10.5220/0010837200003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=8GmyhtaAH0I=&t=1,,SciTePress,,978-989-758-550-0,227-233,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0023,MSU-MODELSWARD-2022,23,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Conversion Method of MATLAB/Simulink Model for a Functional Resonance Analysis Method-based Model,Conversion Method of MATLAB/Simulink Model for a Functional Resonance Analysis Method-based Model,Masamichi Kakeshita; Kenji Hisazumi; Yasutaka Michiura; Keita Sakemi; Michihiro Matsumoto,Masamichi Kakeshita; Kenji Hisazumi; Yasutaka Michiura; Keita Sakemi; Michihiro Matsumoto,10.5220/0010845600003119,10.5220/0010845600003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=+GB40tHYfrc=&t=1,,SciTePress,,978-989-758-550-0,234-241,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0024,MSU-MODELSWARD-2022,24,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Experimental Comparison of Two Goal-oriented Analysis Techniques,Experimental Comparison of Two Goal-oriented Analysis Techniques,Carlos Cano-Genoves; Silvia Abrahão; Emilio Insfran,Carlos Cano-Genoves; Silvia Abrahão; Emilio Insfran,10.5220/0010847000003119,10.5220/0010847000003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=d/q5QiC9tjs=&t=1,,SciTePress,,978-989-758-550-0,242-251,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
